"eventID","occurrenceID","recordedByID","individualCount","basisOfRecord","occurrenceStatus","occurrenceRemarks","organismID","scientificName","kingdom","phylum","class","order","family","genus","specificEpithet"
"DO2001_135_1","DO2001_135_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2002_92_1","DO2002_92_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2002_99_1","DO2002_99_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2002_108_1","DO2002_108_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2002_115_1","DO2002_115_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2002_122_1","DO2002_122_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2003_94_1","DO2003_94_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2003_100_1","DO2003_100_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2003_104_1","DO2003_104_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2003_108_1","DO2003_108_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2003_111_1","DO2003_111_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2003_115_1","DO2003_115_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2003_122_1","DO2003_122_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2004_97_1","DO2004_97_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2004_100_1","DO2004_100_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2004_106_1","DO2004_106_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2004_110_1","DO2004_110_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2004_114_1","DO2004_114_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2004_118_1","DO2004_118_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2004_120_1","DO2004_120_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2004_124_1","DO2004_124_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2004_127_1","DO2004_127_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2005_84_1","DO2005_84_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2005_91_1","DO2005_91_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2005_95_1","DO2005_95_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2005_101_1","DO2005_101_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2005_104_1","DO2005_104_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2005_110_1","DO2005_110_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2005_115_1","DO2005_115_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2005_119_1","DO2005_119_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2005_123_1","DO2005_123_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2005_126_1","DO2005_126_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2006_110_1","DO2006_110_1_o1",53,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2006_117_1","DO2006_117_1_o1",53,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2006_124_1","DO2006_124_1_o1",53,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2006_131_1","DO2006_131_1_o1",53,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2007_96_1","DO2007_96_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2007_102_1","DO2007_102_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2007_107_1","DO2007_107_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2007_109_1","DO2007_109_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2007_114_1","DO2007_114_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2008_94_1","DO2008_94_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2008_101_1","DO2008_101_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2008_106_1","DO2008_106_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2008_113_1","DO2008_113_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2008_118_1","DO2008_118_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2008_125_1","DO2008_125_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2008_129_1","DO2008_129_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2008_136_1","DO2008_136_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2009_91_1","DO2009_91_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2009_101_1","DO2009_101_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2009_104_1","DO2009_104_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2009_106_1","DO2009_106_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2009_110_1","DO2009_110_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2009_114_1","DO2009_114_1_o1",NA,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2010_96_1","DO2010_96_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2010_98_1","DO2010_98_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2010_102_1","DO2010_102_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2010_105_1","DO2010_105_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2010_109_1","DO2010_109_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2010_112_1","DO2010_112_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2010_116_1","DO2010_116_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2010_119_1","DO2010_119_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2010_123_1","DO2010_123_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2010_126_1","DO2010_126_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2011_102_1","DO2011_102_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2011_104_1","DO2011_104_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2011_109_1","DO2011_109_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2011_112_1","DO2011_112_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2011_116_1","DO2011_116_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_88_1","DO2012_88_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_93_1","DO2012_93_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_96_1","DO2012_96_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_102_1","DO2012_102_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_104_1","DO2012_104_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_108_1","DO2012_108_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_110_1","DO2012_110_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_115_1","DO2012_115_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_120_1","DO2012_120_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_123_1","DO2012_123_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_125_1","DO2012_125_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_128_1","DO2012_128_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_132_1","DO2012_132_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2012_135_1","DO2012_135_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2013_106_1","DO2013_106_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2013_113_1","DO2013_113_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2013_115_1","DO2013_115_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2013_119_1","DO2013_119_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2013_122_1","DO2013_122_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2013_127_1","DO2013_127_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2013_129_1","DO2013_129_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2013_134_1","DO2013_134_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2014_84_1","DO2014_84_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2014_112_1","DO2014_112_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2014_107_1","DO2014_107_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2014_105_1","DO2014_105_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2014_100_1","DO2014_100_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2014_98_1","DO2014_98_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2014_93_1","DO2014_93_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2014_86_1","DO2014_86_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2014_79_1","DO2014_79_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2014_91_1","DO2014_91_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_83_1","DO2015_83_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_134_1","DO2015_134_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_91_1","DO2015_91_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_97_1","DO2015_97_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_100_1","DO2015_100_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_103_1","DO2015_103_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_106_1","DO2015_106_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_110_1","DO2015_110_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_113_1","DO2015_113_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_117_1","DO2015_117_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_120_1","DO2015_120_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_124_1","DO2015_124_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_131_1","DO2015_131_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"DO2015_127_1","DO2015_127_1_o1",162,1,"HumanObservation","present",NA,1,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
